numero de sequencia,tempo inicial,tempo final,tamanho
9527,1742170883206104200,1742170883206104200,8
9528,1742170883207853500,1742170883207853500,8
9529,1742170883209373800,1742170883209702300,8
9530,1742170883210720600,1742170883211532100,8
9531,1742170883212542300,1742170883212851500,8
9532,1742170883213859900,1742170883214270900,8
9533,1742170883215279600,1742170883217196900,8
9534,1742170883217196900,1742170883219082400,8
9535,1742170883220111900,1742170883221104800,8
9536,1742170883222870600,1742170883223233500,8
9537,1742170883224241900,1742170883224241900,8
9538,1742170883226186500,1742170883226723000,8
9539,1742170883227731000,1742170883227731000,8
9540,1742170883229254100,1742170883229254100,8
9541,1742170883231040400,1742170883231040400,8
9542,1742170883232757700,1742170883232757700,8
9543,1742170883234537500,1742170883237299900,8
9544,1742170883236585600,1742170883237299900,8
9545,1742170883238307000,1742170883239316600,8
9546,1742170883239823300,1742170883239823300,8
9547,1742170883241588800,1742170883241588800,8
9548,1742170883243345600,1742170883243345600,8
9549,1742170883245097700,1742170883245097700,8
9550,1742170883246969500,1742170883246969500,8
9551,1742170883248787300,1742170883249328300,8
9552,1742170883250333700,1742170883250333700,8
9553,1742170883252292800,1742170883253314800,8
9554,1742170883254826900,1742170883255133900,8
9555,1742170883256139400,1742170883256139400,8
9556,1742170883257828600,1742170883257828600,8
9557,1742170883259356700,1742170883261418800,8
9558,1742170883261043400,1742170883263485000,8
9559,1742170883262477100,1742170883264511100,8
9560,1742170883264511100,1742170883266037000,8
9561,1742170883266551000,1742170883266884700,8
9562,1742170883267892800,1742170883271630000,8
9563,1742170883269459100,1742170883272106500,8
9564,1742170883271090300,1742170883273103600,8
9565,1742170883273103600,1742170883273103600,8
9566,1742170883274833800,1742170883274833800,8
9567,1742170883276395100,1742170883276701200,8
9568,1742170883277732700,1742170883277732700,8
9569,1742170883279286800,1742170883279286800,8
9570,1742170883281053600,1742170883281053600,8
9571,1742170883282780100,1742170883282780100,8
9572,1742170883284509800,1742170883286711700,8
9573,1742170883286032600,1742170883287737800,8
9574,1742170883287737800,1742170883289275700,8
9575,1742170883289789000,1742170883289789000,8
9576,1742170883291489900,1742170883291489900,8
9577,1742170883293240700,1742170883293240700,8
9578,1742170883295025900,1742170883295025900,8
9579,1742170883296828700,1742170883296828700,8
9580,1742170883298551500,1742170883299064800,8
9581,1742170883300070100,1742170883300070100,8
9582,1742170883303848800,1742170883304858300,8
9583,1742170883306370900,1742170883307382300,8
9584,1742170883308380400,1742170883310434700,8
9585,1742170883310434700,1742170883310434700,8
9586,1742170883312188400,1742170883312581700,8
9587,1742170883313587100,1742170883313587100,8
9588,1742170883315337200,1742170883315337200,8
9589,1742170883317057400,1742170883317057400,8
9590,1742170883318807100,1742170883321075800,8
9591,1742170883321075800,1742170883321075800,8
9592,1742170883322886900,1742170883322886900,8
9593,1742170883324634600,1742170883324634600,8
9594,1742170883326215900,1742170883326215900,8
9595,1742170883327957600,1742170883327957600,8
9596,1742170883329482800,1742170883329482800,8
9597,1742170883331211600,1742170883331211600,8
9598,1742170883332974100,1742170883332974100,8
9599,1742170883334728400,1742170883336766600,8
9600,1742170883336766600,1742170883337775900,8
9601,1742170883338776600,1742170883339283300,8
9602,1742170883340288600,1742170883340288600,8
9603,1742170883341961100,1742170883341961100,8
9604,1742170883343653100,1742170883343653100,8
9605,1742170883345420400,1742170883345420400,8
9606,1742170883347146300,1742170883347146300,8
9607,1742170883349041200,1742170883349708700,8
9608,1742170883350717800,1742170883353194600,8
9609,1742170883352178700,1742170883354709300,8
9610,1742170883354709300,1742170883357814200,8
9611,1742170883356797400,1742170883357814200,8
9612,1742170883359327900,1742170883360717200,8
9613,1742170883360717200,1742170883361108800,8
9614,1742170883362114000,1742170883362114000,8
9615,1742170883363826400,1742170883363826400,8
9616,1742170883365513600,1742170883365513600,8
9617,1742170883367226900,1742170883368240400,8
9618,1742170883369324100,1742170883370356300,8
9619,1742170883372069800,1742170883372069800,8
9620,1742170883373880900,1742170883373880900,8
9621,1742170883375585900,1742170883375585900,8
9622,1742170883377300800,1742170883377300800,8
9623,1742170883379186600,1742170883379186600,8
9624,1742170883380935700,1742170883380935700,8
9625,1742170883382675300,1742170883382675300,8
9626,1742170883384418300,1742170883386975700,8
9627,1742170883385951700,1742170883388000800,8
9628,1742170883388000800,1742170883389012000,8
9629,1742170883389516800,1742170883389516800,8
9630,1742170883391209100,1742170883391209100,8
9631,1742170883392977500,1742170883392977500,8
9632,1742170883394794200,1742170883394794200,8
9633,1742170883396354600,1742170883396916700,8
9634,1742170883397922900,1742170883398932000,8
9635,1742170883399438200,1742170883399438200,8
9636,1742170883401222400,1742170883404997800,8
9637,1742170883403954100,1742170883406988000,8
9638,1742170883406988000,1742170883408000500,8
9639,1742170883408508600,1742170883409043200,8
9640,1742170883410613600,1742170883411023600,8
9641,1742170883412031800,1742170883412355700,8
9642,1742170883413365700,1742170883413365700,8
9643,1742170883415159000,1742170883415159000,8
9644,1742170883416882400,1742170883416882400,8
9645,1742170883418676600,1742170883420934100,8
9646,1742170883420593200,1742170883421945500,8
9647,1742170883421945500,1742170883421945500,8
9648,1742170883423745700,1742170883423745700,8
9649,1742170883425467600,1742170883425467600,8
9650,1742170883427174100,1742170883427174100,8
9651,1742170883429061400,1742170883429061400,8
9652,1742170883430803100,1742170883430803100,8
9653,1742170883432562200,1742170883432866900,8
9654,1742170883433871900,1742170883433871900,8
9655,1742170883435547800,1742170883437560700,8
9656,1742170883437560700,1742170883437560700,8
9657,1742170883439139100,1742170883442201400,8
9658,1742170883441820500,1742170883472613700,8
9659,1742170883460844100,1742170883483084700,8
9660,1742170883471697800,1742170883492302000,8
9661,1742170883477157100,1742170883493842700,8
9662,1742170883479047500,1742170883494854100,8
9663,1742170883480673400,1742170883496380600,8
9664,1742170883482476200,1742170883496889600,8
9665,1742170883484101100,1742170883497900200,8
9666,1742170883487120300,1742170883498900700,8
9667,1742170883489138700,1742170883498900700,8
9668,1742170883490529100,1742170883500668400,8
9669,1742170883491911300,1742170883500668400,8
9670,1742170883493310300,1742170883503950200,8
9671,1742170883494854100,1742170883505358200,8
9672,1742170883496889600,1742170883506366400,8
9673,1742170883498900700,1742170883506366400,8
9674,1742170883500668400,1742170883508112200,8
9675,1742170883503487600,1742170883517093300,8
9676,1742170883504959300,1742170883519638800,8
9677,1742170883506366400,1742170883521590300,8
9678,1742170883513663600,1742170883521590300,8
9679,1742170883515153700,1742170883522597200,8
9680,1742170883516690000,1742170883522597200,8
9681,1742170883518102400,1742170883524399800,8
9682,1742170883520667100,1742170883524399800,8
9683,1742170883522597200,1742170883526777000,8
9684,1742170883524399800,1742170883527786000,8
9685,1742170883526207700,1742170883527786000,8
9686,1742170883527786000,1742170883529308500,8
9687,1742170883529308500,1742170883529308500,8
9688,1742170883531076300,1742170883531076300,8
9689,1742170883532858700,1742170883532858700,8
9690,1742170883534599400,1742170883537232300,8
9691,1742170883536645400,1742170883537232300,8
9692,1742170883538239800,1742170883538239800,8
9693,1742170883539763500,1742170883540172600,8
9694,1742170883541178900,1742170883541178900,8
9695,1742170883542876600,1742170883542876600,8
9696,1742170883544606200,1742170883544606200,8
9697,1742170883546123900,1742170883546123900,8
9698,1742170883547866000,1742170883547866000,8
9699,1742170883549380600,1742170883549380600,8
9700,1742170883551152500,1742170883553948400,8
9701,1742170883552922700,1742170883554930700,8
9702,1742170883554930700,1742170883554930700,8
9703,1742170883556544200,1742170883556544200,8
9704,1742170883558277600,1742170883558277600,8
9705,1742170883559807800,1742170883559807800,8
9706,1742170883561592800,1742170883561592800,8
9707,1742170883563364900,1742170883563666000,8
9708,1742170883564674100,1742170883566200900,8
9709,1742170883566200900,1742170883567210200,8
9710,1742170883569261100,1742170883571713500,8
9711,1742170883571713500,1742170883571713500,8
9712,1742170883573424700,1742170883574441300,8
9713,1742170883575438300,1742170883575758800,8
9714,1742170883576768000,1742170883576768000,8
9715,1742170883578534800,1742170883579109200,8
9716,1742170883580116500,1742170883580116500,8
9717,1742170883581816000,1742170883581816000,8
9718,1742170883583598100,1742170883583598100,8
9719,1742170883585336700,1742170883587250900,8
9720,1742170883587250900,1742170883587250900,8
9721,1742170883589315800,1742170883589315800,8
9722,1742170883591058700,1742170883591058700,8
9723,1742170883592823500,1742170883592823500,8
9724,1742170883594637200,1742170883594637200,8
9725,1742170883596196700,1742170883596196700,8
9726,1742170883597943800,1742170883597943800,8
9727,1742170883599474200,1742170883599474200,8
9728,1742170883601221800,1742170883603861300,8
9729,1742170883602843100,1742170883603861300,8
9730,1742170883605504200,1742170883605504200,8
9731,1742170883607269500,1742170883607269500,8
9732,1742170883609140300,1742170883609140300,8
9733,1742170883610862500,1742170883610862500,8
9734,1742170883612678100,1742170883613360900,8
9735,1742170883614370700,1742170883614370700,8
9736,1742170883616389900,1742170883616709900,8
9737,1742170883617715700,1742170883621551400,8
9738,1742170883620854200,1742170883623396200,8
9739,1742170883622593400,1742170883624405800,8
9740,1742170883624405800,1742170883626875500,8
9741,1742170883626384200,1742170883626875500,8
9742,1742170883627892900,1742170883628908700,8
9743,1742170883630362700,1742170883630696700,8
9744,1742170883631706500,1742170883632129100,8
9745,1742170883633136600,1742170883633136600,8
9746,1742170883634923300,1742170883637508800,8
9747,1742170883637508800,1742170883639076900,8
9748,1742170883639595200,1742170883640024800,8
9749,1742170883641032300,1742170883641347000,8
9750,1742170883642356000,1742170883642711700,8
9751,1742170883643719800,1742170883643719800,8
9752,1742170883645467000,1742170883645467000,8
9753,1742170883647227500,1742170883647227500,8
9754,1742170883649061500,1742170883649394700,8
9755,1742170883650401000,1742170883650401000,8
9756,1742170883652199200,1742170883656570100,8
9757,1742170883655076600,1742170883657583400,8
9758,1742170883657583400,1742170883657583400,8
9759,1742170883659104400,1742170883659421800,8
9760,1742170883660428300,1742170883660757800,8
9761,1742170883661763300,1742170883662103900,8
9762,1742170883663111400,1742170883664598900,8
9763,1742170883664598900,1742170883667033300,8
9764,1742170883666651500,1742170883672637400,8
9765,1742170883669067700,1742170883674099000,8
9766,1742170883670959000,1742170883674099000,8
9767,1742170883673751700,1742170883675454200,8
9768,1742170883675107500,1742170883675454200,8
9769,1742170883676462400,1742170883676903200,8
9770,1742170883677911700,1742170883677911700,8
9771,1742170883679426600,1742170883679426600,8
9772,1742170883681196400,1742170883681196400,8
9773,1742170883682878800,1742170883683413300,8
9774,1742170883684468200,1742170883686655200,8
9775,1742170883686097400,1742170883688430200,8
9776,1742170883687851000,1742170883690182300,8
9777,1742170883689495900,1742170883690765700,8
9778,1742170883691630700,1742170883692165100,8
9779,1742170883693212900,1742170883694337400,8
9780,1742170883694861000,1742170883696540000,8
9781,1742170883696540000,1742170883697672800,8
9782,1742170883698191500,1742170883699273600,8
9783,1742170883699796000,1742170883700875200,8
9784,1742170883701395800,1742170883706018700,8
9785,1742170883703722900,1742170883706018700,8
9786,1742170883705386600,1742170883707348400,8
9787,1742170883707025700,1742170883708385900,8
9788,1742170883708907900,1742170883709446500,8
9789,1742170883710503400,1742170883711025900,8
9790,1742170883712072600,1742170883712631500,8
9791,1742170883713672900,1742170883714195900,8
9792,1742170883715243200,1742170883715764400,8
9793,1742170883716810000,1742170883717330900,8
9794,1742170883718402200,1742170883721243700,8
9795,1742170883720690600,1742170883721775300,8
9796,1742170883722289500,1742170883722819500,8
9797,1742170883723863000,1742170883724389800,8
9798,1742170883725438000,1742170883726519100,8
9799,1742170883727041200,1742170883728147500,8
9800,1742170883728678800,1742170883729751100,8
9801,1742170883730799000,1742170883731877900,8
9802,1742170883732396800,1742170883732929200,8
9803,1742170883733972600,1742170883734496100,8
9804,1742170883737015400,1742170883739960400,8
9805,1742170883739604500,1742170883739960400,8
9806,1742170883740968600,1742170883740968600,8
9807,1742170883742485600,1742170883742485600,8
9808,1742170883744236700,1742170883744236700,8
9809,1742170883745928200,1742170883745928200,8
9810,1742170883747444300,1742170883747958500,8
9811,1742170883748993500,1742170883749518900,8
9812,1742170883750605600,1742170883751667400,8
9813,1742170883752823400,1742170883754735100,8
9814,1742170883754735100,1742170883755787300,8
9815,1742170883756302400,1742170883756828400,8
9816,1742170883757877200,1742170883758409700,8
9817,1742170883759451100,1742170883760527400,8
9818,1742170883761058000,1742170883761591400,8
9819,1742170883762641400,1742170883763177500,8
9820,1742170883764228000,1742170883764750200,8
9821,1742170883765826500,1742170883766358300,8
9822,1742170883767414500,1742170883768556900,8
9823,1742170883769153700,1742170883771420900,8
9824,1742170883771420900,1742170883772521000,8
9825,1742170883773035300,1742170883773566500,8
9826,1742170883774603000,1742170883775126800,8
9827,1742170883776179100,1742170883777598300,8
9828,1742170883778123100,1742170883779310200,8
9829,1742170883779843100,1742170883780382000,8
9830,1742170883782109000,1742170883783360400,8
9831,1742170883783881100,1742170883786422700,8
9832,1742170883785884000,1742170883789094500,8
9833,1742170883788077800,1742170883790679400,8
9834,1742170883790124500,1742170883791790200,8
9835,1742170883791790200,1742170883792993000,8
9836,1742170883793510300,1742170883794038300,8
9837,1742170883795090000,1742170883795696000,8
9838,1742170883796759800,1742170883797293200,8
9839,1742170883798337200,1742170883798852500,8
9840,1742170883799896600,1742170883800419000,8
9841,1742170883801477300,1742170883804377300,8
9842,1742170883803797700,1742170883804377300,8
9843,1742170883805385200,1742170883805787900,8
9844,1742170883806794700,1742170883807119000,8
9845,1742170883808139600,1742170883808139600,8
9846,1742170883809653900,1742170883809653900,8
9847,1742170883811403500,1742170883811746100,8
9848,1742170883812751400,1742170883812751400,8
9849,1742170883814469200,1742170883814469200,8
9850,1742170883815993900,1742170883815993900,8
9851,1742170883817740600,1742170883820299400,8
9852,1742170883819271400,1742170883820299400,8
9853,1742170883821959000,1742170883821959000,8
9854,1742170883823654500,1742170883823654500,8
9855,1742170883825448500,1742170883826141900,8
9856,1742170883827149900,1742170883829810900,8
9857,1742170883828884300,1742170883831260100,8
9858,1742170883830819900,1742170883831260100,8
9859,1742170883832268200,1742170883832924300,8
9860,1742170883833931200,1742170883833931200,8
9861,1742170883835696400,1742170883836707100,8
9862,1742170883838398300,1742170883838919200,8
9863,1742170883839926100,1742170883839926100,8
9864,1742170883841635400,1742170883841635400,8
9865,1742170883843391600,1742170883843698000,8
9866,1742170883844705900,1742170883844705900,8
9867,1742170883846226000,1742170883846226000,8
9868,1742170883847935300,1742170883847935300,8
9869,1742170883849453600,1742170883849453600,8
9870,1742170883851157200,1742170883853550800,8
9871,1742170883852532200,1742170883854541600,8
9872,1742170883855053600,1742170883855576000,8
9873,1742170883856594100,1742170883857103400,8
9874,1742170883858118600,1742170883858118600,8
9875,1742170883859639200,1742170883859639200,8
9876,1742170883861415900,1742170883861415900,8
9877,1742170883863172700,1742170883863172700,8
9878,1742170883864924100,1742170883865260100,8
9879,1742170883866265600,1742170883866265600,8
9880,1742170883867954800,1742170883871472100,8
9881,1742170883871081100,1742170883873041800,8
9882,1742170883872485700,1742170883874430000,8
9883,1742170883874051300,1742170883874430000,8
9884,1742170883876476800,1742170883878121500,8
9885,1742170883878121500,1742170883879132000,8
9886,1742170883880176600,1742170883880523900,8
9887,1742170883881533400,1742170883881533400,8
9888,1742170883883337200,1742170883883337200,8
9889,1742170883885148600,1742170883887729200,8
9890,1742170883887729200,1742170883887729200,8
9891,1742170883889811800,1742170883890147100,8
9892,1742170883891155800,1742170883891465700,8
9893,1742170883892472500,1742170883892472500,8
9894,1742170883894164500,1742170883894164500,8
9895,1742170883896072600,1742170883896072600,8
9896,1742170883897776100,1742170883897776100,8
9897,1742170883899326400,1742170883899326400,8
9898,1742170883901075400,1742170883903377600,8
9899,1742170883902547500,1742170883904391900,8
9900,1742170883904391900,1742170883904391900,8
9901,1742170883906388600,1742170883906388600,8
9902,1742170883908127800,1742170883908127800,8
9903,1742170883909645100,1742170883909645100,8
9904,1742170883911400200,1742170883911400200,8
9905,1742170883913205500,1742170883913205500,8
9906,1742170883914967000,1742170883914967000,8
9907,1742170883917038700,1742170883920101000,8
9908,1742170883919079800,1742170883922256500,8
9909,1742170883921866800,1742170883922256500,8
9910,1742170883924286800,1742170883924286800,8
9911,1742170883926105400,1742170883926612700,8
9912,1742170883927618600,1742170883927618600,8
9913,1742170883929143200,1742170883929143200,8
9914,1742170883930841500,1742170883930841500,8
9915,1742170883932549700,1742170883934033300,8
9916,1742170883936076100,1742170883937504200,8
9917,1742170883937504200,1742170883937504200,8
9918,1742170883939046800,1742170883939046800,8
9919,1742170883940776400,1742170883940776400,8
9920,1742170883942541000,1742170883942541000,8
9921,1742170883944302700,1742170883944302700,8
9922,1742170883946221500,1742170883946221500,8
9923,1742170883947927300,1742170883947927300,8
9924,1742170883949446600,1742170883949446600,8
9925,1742170883951170800,1742170883953593100,8
9926,1742170883952618000,1742170883954626100,8
9927,1742170883954626100,1742170883955694600,8
9928,1742170883956207700,1742170883956207700,8
9929,1742170883957888600,1742170883957888600,8
9930,1742170883959402500,1742170883959402500,8
9931,1742170883961154300,1742170883961478600,8
9932,1742170883962487700,1742170883963926700,8
9933,1742170883963926700,1742170883964936500,8
9934,1742170883965936600,1742170883966446300,8
9935,1742170883967452300,1742170883968987600,8
9936,1742170883971001800,1742170883973528000,8
9937,1742170883972807700,1742170883973528000,8
9938,1742170883974824600,1742170883975158200,8
9939,1742170883976165000,1742170883976165000,8
9940,1742170883977903300,1742170883977903300,8
9941,1742170883979428500,1742170883979428500,8
9942,1742170883981167700,1742170883981167700,8
9943,1742170883982904500,1742170883982904500,8
9944,1742170883984650600,1742170883986713600,8
9945,1742170883986713600,1742170883987725500,8
9946,1742170883988735900,1742170883989249800,8
9947,1742170883990258200,1742170883990258200,8
9948,1742170883992004600,1742170883992004600,8
9949,1742170883993765800,1742170883993765800,8
9950,1742170883995499700,1742170883995499700,8
9951,1742170883997206400,1742170883997206400,8
9952,1742170883999053500,1742170883999053500,8
9953,1742170884000821500,1742170884000821500,8
9954,1742170884002614900,1742170884004584000,8
9955,1742170884004584000,1742170884004584000,8
9956,1742170884006106200,1742170884006106200,8
9957,1742170884007865200,1742170884007865200,8
9958,1742170884009376600,1742170884009376600,8
9959,1742170884011084400,1742170884011084400,8
9960,1742170884012893900,1742170884013563700,8
9961,1742170884014573200,1742170884014573200,8
9962,1742170884016091800,1742170884016446700,8
9963,1742170884017476800,1742170884021999000,8
9964,1742170884020586200,1742170884022835500,8
9965,1742170884021999000,1742170884023843600,8
9966,1742170884023843600,1742170884023843600,8
9967,1742170884025610200,1742170884025610200,8
9968,1742170884027410500,1742170884029385800,8
9969,1742170884028938900,1742170884029385800,8
9970,1742170884030391800,1742170884030391800,8
9971,1742170884032134800,1742170884032462300,8
9972,1742170884033469700,1742170884033469700,8
9973,1742170884035230400,1742170884037168400,8
9974,1742170884037168400,1742170884037168400,8
9975,1742170884039132800,1742170884039132800,8
9976,1742170884040898600,1742170884040898600,8
9977,1742170884042629100,1742170884042629100,8
9978,1742170884044389600,1742170884044389600,8
9979,1742170884046342100,1742170884046342100,8
9980,1742170884048117900,1742170884048117900,8
9981,1742170884049649100,1742170884049649100,8
9982,1742170884051364800,1742170884053988900,8
9983,1742170884053988900,1742170884053988900,8
9984,1742170884055865600,1742170884055865600,8
9985,1742170884057622500,1742170884057622500,8
9986,1742170884059178100,1742170884059178100,8
9987,1742170884060956000,1742170884062929900,8
9988,1742170884062617200,1742170884062929900,8
9989,1742170884063936500,1742170884066303900,8
9990,1742170884065278800,1742170884066303900,8
9991,1742170884067845900,1742170884070882300,8
9992,1742170884069931100,1742170884072372800,8
9993,1742170884071903300,1742170884073746400,8
9994,1742170884073379500,1742170884073746400,8
9995,1742170884074754100,1742170884074754100,8
9996,1742170884076282500,1742170884076282500,8
9997,1742170884078032500,1742170884078032500,8
9998,1742170884079553200,1742170884079553200,8
9999,1742170884081308200,1742170884081308200,8
10000,1742170884083060600,1742170884083060600,8
10001,1742170884084813800,1742170884087104300,8
10002,1742170884087104300,1742170884087104300,8
10003,1742170884089031600,1742170884089031600,8
10004,1742170884090785100,1742170884090785100,8
10005,1742170884092535500,1742170884092535500,8
10006,1742170884094284500,1742170884094284500,8
10007,1742170884096232300,1742170884096232300,8
10008,1742170884098032200,1742170884098032200,8
10009,1742170884099583500,1742170884099583500,8
10010,1742170884101304300,1742170884103963700,8
10011,1742170884103063800,1742170884103963700,8
10012,1742170884104971600,1742170884146049700,8
10013,1742170884142534100,1742170884154830900,8
10014,1742170884154830900,1742170884155833100,8
10015,1742170884157091100,1742170884157091100,8
10016,1742170884159321000,1742170884159775500,8
10017,1742170884160783800,1742170884160783800,8
10018,1742170884162558400,1742170884162883200,8
10019,1742170884163891200,1742170884163891200,8
10020,1742170884170176200,1742170884175260800,8
10021,1742170884172563100,1742170884175829500,8
10022,1742170884175260800,1742170884175829500,8
10023,1742170884176838300,1742170884176838300,8
10024,1742170884178535700,1742170884179050300,8
10025,1742170884180056100,1742170884180565300,8
10026,1742170884181583900,1742170884181583900,8
10027,1742170884183325000,1742170884183325000,8
10028,1742170884185127000,1742170884185856200,8
10029,1742170884187137300,1742170884187645700,8
10030,1742170884188656900,1742170884190712700,8
10031,1742170884190240500,1742170884190712700,8
10032,1742170884191720400,1742170884191720400,8
10033,1742170884193480600,1742170884193480600,8
10034,1742170884195240100,1742170884195240100,8
10035,1742170884196985400,1742170884196985400,8
10036,1742170884198724400,1742170884199238400,8
10037,1742170884200244600,1742170884200757600,8
10038,1742170884201781200,1742170884202358600,8
10039,1742170884203366000,1742170884205389600,8
10040,1742170884204713500,1742170884206395600,8
10041,1742170884206395600,1742170884206395600,8
10042,1742170884208188600,1742170884208188600,8
10043,1742170884209709000,1742170884209709000,8
10044,1742170884211475600,1742170884211475600,8
10045,1742170884213228700,1742170884213228700,8
10046,1742170884215024800,1742170884215024800,8
10047,1742170884216792200,1742170884216792200,8
10048,1742170884218556300,1742170884219101300,8
10049,1742170884220704300,1742170884222218600,8
10050,1742170884222218600,1742170884222218600,8
10051,1742170884224034300,1742170884224034300,8
10052,1742170884225787000,1742170884225787000,8
10053,1742170884227507200,1742170884227507200,8
10054,1742170884229091900,1742170884230694600,8
10055,1742170884230694600,1742170884231184100,8
10056,1742170884232191200,1742170884232191200,8
10057,1742170884233953600,1742170884235755500,8
10058,1742170884236770000,1742170884239693500,8
10059,1742170884239255000,1742170884241274500,8
10060,1742170884240704000,1742170884242880500,8
10061,1742170884242289700,1742170884244330300,8
10062,1742170884243888200,1742170884245674600,8
10063,1742170884245342000,1742170884245674600,8
10064,1742170884246682000,1742170884247058900,8
10065,1742170884248065100,1742170884248065100,8
10066,1742170884249580200,1742170884249580200,8
10067,1742170884251369100,1742170884252221500,8
10068,1742170884253379100,1742170884253804000,8
10069,1742170884254837400,1742170884255860700,8
10070,1742170884256882400,1742170884256882400,8
10071,1742170884258572600,1742170884259109200,8
10072,1742170884260114900,1742170884260114900,8
10073,1742170884261833200,1742170884261833200,8
10074,1742170884263609100,1742170884263609100,8
10075,1742170884265354000,1742170884265354000,8
10076,1742170884267056200,1742170884267056200,8
10077,1742170884268783700,1742170884269348100,8
10078,1742170884271002100,1742170884272360200,8
10079,1742170884272360200,1742170884272360200,8
10080,1742170884274174700,1742170884274174700,8
10081,1742170884275931700,1742170884275931700,8
10082,1742170884277669300,1742170884277669300,8
10083,1742170884279184000,1742170884279184000,8
10084,1742170884280947000,1742170884281576500,8
10085,1742170884282586200,1742170884282586200,8
10086,1742170884284345900,1742170884286796700,8
10087,1742170884285936700,1742170884287813600,8
10088,1742170884287813600,1742170884288825000,8
10089,1742170884290343000,1742170884290343000,8
10090,1742170884292093600,1742170884292093600,8
10091,1742170884293849900,1742170884293849900,8
10092,1742170884295607000,1742170884295607000,8
10093,1742170884297337800,1742170884297337800,8
10094,1742170884298896900,1742170884298896900,8
10095,1742170884300649200,1742170884300980600,8
10096,1742170884301998800,1742170884302995600,8
10097,1742170884304004800,1742170884305440100,8
10098,1742170884305440100,1742170884305440100,8
10099,1742170884307245300,1742170884307245300,8
10100,1742170884308994000,1742170884308994000,8
10101,1742170884310768900,1742170884310768900,8
10102,1742170884312537700,1742170884312537700,8
10103,1742170884314324700,1742170884314324700,8
10104,1742170884316142800,1742170884316142800,8
10105,1742170884317930600,1742170884318956500,8
10106,1742170884320262800,1742170884320598000,8
10107,1742170884321620300,1742170884322059700,8
10108,1742170884323064800,1742170884323064800,8
10109,1742170884324747500,1742170884324747500,8
10110,1742170884326319900,1742170884326731300,8
10111,1742170884327745900,1742170884327745900,8
10112,1742170884329268000,1742170884329268000,8
10113,1742170884331030300,1742170884331030300,8
10114,1742170884332815100,1742170884333132900,8
10115,1742170884334163900,1742170884336876300,8
10116,1742170884336876300,1742170884337887800,8
10117,1742170884338888600,1742170884339439300,8
10118,1742170884340449800,1742170884341204400,8
10119,1742170884342212500,1742170884342212500,8
10120,1742170884343939400,1742170884343939400,8
10121,1742170884345728400,1742170884345728400,8
10122,1742170884347507200,1742170884347507200,8
10123,1742170884349056200,1742170884349056200,8
10124,1742170884350850200,1742170884350850200,8
10125,1742170884352655000,1742170884352975900,8
10126,1742170884353985400,1742170884353985400,8
10127,1742170884355981100,1742170884355981100,8
10128,1742170884357682700,1742170884357682700,8
10129,1742170884359234700,1742170884359234700,8
10130,1742170884361014500,1742170884361014500,8
10131,1742170884362778100,1742170884362778100,8
10132,1742170884364509400,1742170884364509400,8
10133,1742170884366089700,1742170884366089700,8
10134,1742170884367833200,1742170884368851100,8
10135,1742170884370151300,1742170884371972000,8
10136,1742170884371578200,1742170884371972000,8
10137,1742170884372977300,1742170884372977300,8
10138,1742170884374653500,1742170884374653500,8
10139,1742170884376213700,1742170884377849400,8
10140,1742170884377849400,1742170884378856500,8
10141,1742170884379362300,1742170884381762100,8
10142,1742170884381144100,1742170884381762100,8
10143,1742170884382774100,1742170884383380800,8
10144,1742170884384390000,1742170884384390000,8
10145,1742170884386235900,1742170884387681800,8
10146,1742170884387681800,1742170884389856000,8
10147,1742170884389223300,1742170884391244700,8
10148,1742170884391244700,1742170884391947100,8
10149,1742170884392954600,1742170884392954600,8
10150,1742170884394686000,1742170884394686000,8
10151,1742170884396217100,1742170884396217100,8
10152,1742170884397924200,1742170884397924200,8
10153,1742170884399437200,1742170884399437200,8
10154,1742170884401139900,1742170884401139900,8
10155,1742170884402947200,1742170884403256400,8
10156,1742170884404265600,1742170884405273600,8
10157,1742170884406274700,1742170884406274700,8
10158,1742170884408055500,1742170884408055500,8
10159,1742170884409589700,1742170884409589700,8
10160,1742170884411343600,1742170884411683600,8
10161,1742170884412690200,1742170884412690200,8
10162,1742170884414408400,1742170884414408400,8
10163,1742170884416465800,1742170884416465800,8
10164,1742170884418238100,1742170884419261800,8
10165,1742170884421023900,1742170884423753400,8
10166,1742170884423065600,1742170884424761900,8
10167,1742170884424761900,1742170884424761900,8
10168,1742170884426283100,1742170884426642400,8
10169,1742170884427651900,1742170884430085100,8
10170,1742170884429714400,1742170884430085100,8
10171,1742170884431093400,1742170884431093400,8
10172,1742170884432861900,1742170884432861900,8
10173,1742170884434604900,1742170884436124500,8
10174,1742170884436632400,1742170884436942800,8
10175,1742170884437965900,1742170884438979200,8
10176,1742170884440193400,1742170884440193400,8
10177,1742170884441889000,1742170884442193200,8
10178,1742170884443235300,1742170884443235300,8
10179,1742170884444914700,1742170884444914700,8
10180,1742170884446460300,1742170884446460300,8
10181,1742170884448242600,1742170884448242600,8
10182,1742170884449767600,1742170884449767600,8
10183,1742170884451498700,1742170884453427800,8
10184,1742170884453104500,1742170884453427800,8
10185,1742170884454437000,1742170884455963200,8
10186,1742170884456477900,1742170884456477900,8
10187,1742170884458174600,1742170884458174600,8
10188,1742170884459692700,1742170884459692700,8
10189,1742170884461419900,1742170884461419900,8
10190,1742170884463204000,1742170884463204000,8
10191,1742170884464985900,1742170884464985900,8
